Gene_ID,Tau,Maximum_Tissue,Maximum_Median_TPM,Maximum_Tissue_Group,Tissues_with_Median_TPM_ge_5,Number_of_Tissues_with_Median_TPM_ge_5,Full_Gene_ID,Chromosome,Sequence_ID,Start,End,Strand,Gene_Length_bp,Description,Description_full,GO,InterPro,Pfam,PANTHER,Gene3D,Prosite,Superfamily,SMART,Dbxref_raw,Gene3D_IPRscan,PANTHER_IPRscan,Pfam_IPRscan,Prosite_IPRscan,Superfamily_IPRscan,SMART_IPRscan,PRINTS_IPRscan,Coils_IPRscan,TIGRFAM_IPRscan,Hamap_IPRscan,PIRSF_IPRscan,IPRscan_domain_descriptions,IPRscan_protein_isoforms,IPRscan_databases,IPRscan_unique_signatures,IPRscan_total_matches,Pfam_combined,PANTHER_combined,Gene3D_combined,Prosite_combined,Superfamily_combined,SMART_combined,TF_Family,TF_Mapping_Status,TF_Family_Conflict,Any_Ambiguous_Mapping,Number_of_supporting_NCBI_genes,Number_of_supporting_TF_proteins,Supporting_NCBI_genes,Supporting_PlantTFDB_Proteins,Maximum_Percent_Identity,Maximum_Query_Coverage,Maximum_Bitscore,Number_of_Tissues_TPM_ge_1,Number_of_Tissues_TPM_ge_5,Minimum_Median_TPM,Maximum_Median_TPM_Recalculated,Mean_Median_TPM,Median_Median_TPM,SD_Median_TPM,CV_Median_TPM,Maximum_Tissue_Recalculated,Expression_Class,Housekeeping_Stability_Score
Ca_22548,0.3397771944135042,Root Hair,114.705449,Root/Nodule,Root Hair;Flower bud 3;Flower bud 2;Flower 2;Flower bud 1;Flower 1;Embryo;Flower bud 4;Root tip;Petal;Seed 20 dap;Flower 3;Seed 5 dap;Seed Coat;Gynoecium;SAM;Seed 10 dap;Germinating Seedling;Shoot;Androecium;Endosperm;Pod Shell;Pedicel;Mature leaf;Nodule;Flower 5;Young leaf;Root;Bracteole;Flower 4;Sepal;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_22548,chr07,cicar.CDCFrontier.gnm2.chr07,58673105,58681348,+,8244,vacuolar protein sorting 26B,vacuolar protein sorting 26B; IPR014756 (Immunoglobulin E-set),NA,IPR014756,PF03643,PTHR12233,NA,NA,SSF81296,NA,"InterPro:IPR014756,PANTHER:PTHR12233,Pfam:PF03643,Superfamily:SSF81296",NA,PTHR12233,PF03643,NA,SSF81296,NA,NA,NA,NA,NA,NA,Vacuolar protein sorting-associated protein 26,1,3,3,3,PF03643,PTHR12233,NA,NA,SSF81296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,49.6795285,114.705449,76.94910009375,75.30118949999999,15.121605911489947,0.1965143957897717,Root Hair,Ubiquitous,0.5362915902032759
Ca_19421,0.3078214445597267,Flower bud 1,60.720388,Flower organs,Flower bud 1;Flower bud 2;Flower 3;SAM;Flower 4;Seed 5 dap;Seed 10 dap;Gynoecium;Pod Shell;Flower 2;Flower 1;Embryo;Flower bud 3;Flower 5;Pedicel;Petal;Endosperm;Root tip;Young leaf;Flower bud 4;Sepal;Germinating Seedling;Nodule;Seed Coat;Seed 30 dap;Shoot;Seed 20 dap;Bracteole;Mature leaf;Root;Root Hair;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_19421,chr07,cicar.CDCFrontier.gnm2.chr07,231240,235250,+,4011,survival of motor neuron-related-splicing factor 30,"survival of motor neuron-related-splicing factor 30; IPR002999 (Tudor domain), IPR010304 (Survival motor neuron); GO:0003723 (RNA binding), GO:0005634 (nucleus), GO:0005737 (cytoplasm), GO:0006397 (mRNA processing)","GO:0003723,GO:0005634,GO:0005737,GO:0006397",IPR002999;IPR010304,PF06003,PTHR12664,G3DSA:2.30.30.140,PS50304,SSF63748,SM00333,"Coils:Coil,Gene3D:G3DSA:2.30.30.140,InterPro:IPR002999,InterPro:IPR010304,PANTHER:PTHR12664,Pfam:PF06003,Prosite:PS50304,SMART:SM00333,Superfamily:SSF63748",G3DSA:2.30.30.140,PTHR12664,PF06003,PS50304,SSF63748,SM00333,NA,Coil,NA,NA,NA,Survival motor neuron protein (SMN);Tudor domain;Tudor domain profile.,1,7,7,8,PF06003,PTHR12664,G3DSA:2.30.30.140,PS50304,SSF63748,SM00333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,23.86434,60.720388,42.613445375,44.59358,9.767839706466594,0.22921966577706215,Flower bud 1,Ubiquitous,0.5370411103367889
Ca_14044,0.29199490121040517,Pod Shell,37.638003,Seed/Pod,Pod Shell;Gynoecium;Flower bud 3;Flower bud 2;Flower bud 1;SAM;Shoot;Seed 5 dap;Flower 3;Flower 2;Flower bud 4;Root;Root tip;Flower 1;Flower 5;Germinating Seedling;Petal;Seed Coat;Nodule;Flower 4;Mature leaf;Androecium;Seed 10 dap;Embryo;Young leaf;Endosperm;Pedicel;Bracteole;Sepal;Seed 20 dap;Seed 30 dap;Root Hair,32,cicar.CDCFrontier.gnm2.ann1.Ca_14044,chr05,cicar.CDCFrontier.gnm2.chr05,65423537,65426868,+,3332,Alkylated DNA repair protein alkB-like protein n=2 Tax=Papilionoideae RepID=G7JBY7_MEDTR,"Alkylated DNA repair protein alkB-like protein n=2 Tax=Papilionoideae RepID=G7JBY7_MEDTR; IPR005123 (Oxoglutarate/iron-dependent dioxygenase), IPR027450 (Alpha-ketoglutarate-dependent dioxygenase AlkB-like); GO:0016491 (oxidoreductase activity), GO:0055114 (oxidation-reduction process)","GO:0016491,GO:0016706,GO:0055114",IPR005123;IPR027450,PF13532,PTHR16557;PTHR16557:SF0,G3DSA:2.60.120.590,PS51471,SSF51197,NA,"Gene3D:G3DSA:2.60.120.590,InterPro:IPR005123,InterPro:IPR027450,PANTHER:PTHR16557,PANTHER:PTHR16557:SF0,Pfam:PF13532,Prosite:PS51471,Superfamily:SSF51197",G3DSA:2.60.120.590,PTHR16557;PTHR16557:SF0,PF13532,PS51471,SSF51197,NA,NA,NA,NA,NA,NA,2OG-Fe(II) oxygenase superfamily;Fe(2+) 2-oxoglutarate dioxygenase domain profile.,1,5,6,8,PF13532,PTHR16557;PTHR16557:SF0,G3DSA:2.60.120.590,PS51471,SSF51197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,14.815402,37.638003,26.9913388125,27.5471925,6.616129826157654,0.24512047631715284,Pod Shell,Ubiquitous,0.537115377527558
Ca_17451,0.305418171493935,Root tip,136.537962,Root/Nodule,Root tip;SAM;Embryo;Root;Flower 3;Flower 2;Petal;Flower 4;Flower bud 2;Gynoecium;Germinating Seedling;Flower bud 1;Flower bud 3;Flower 5;Seed 5 dap;Flower 1;Root Hair;Flower bud 4;Pod Shell;Seed 10 dap;Pedicel;Seed Coat;Endosperm;Sepal;Androecium;Young leaf;Nodule;Bracteole;Seed 20 dap;Mature leaf;Shoot;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_17451,chr06,cicar.CDCFrontier.gnm2.chr06,19394346,19397446,-,3101,multiprotein bridging factor 1B,"multiprotein bridging factor 1B; IPR010982 (Lambda repressor-like, DNA-binding domain), IPR013729 (Multiprotein bridging factor 1, N-terminal); GO:0003677 (DNA binding), GO:0043565 (sequence-specific DNA binding)","GO:0003677,GO:0043565",IPR001387;IPR010982;IPR013729,PF01381;PF08523,PTHR10245;PTHR10245:SF1,G3DSA:1.10.260.40,PS50943,SSF47413,SM00530,"Gene3D:G3DSA:1.10.260.40,InterPro:IPR001387,InterPro:IPR010982,InterPro:IPR013729,PANTHER:PTHR10245,PANTHER:PTHR10245:SF1,Pfam:PF01381,Pfam:PF08523,Prosite:PS50943,SMART:SM00530,Superfamily:SSF47413",G3DSA:1.10.260.40,PTHR10245;PTHR10245:SF1,PF01381;PF08523,PS50943,SSF47413,SM00530,NA,NA,NA,NA,NA,Cro/C1-type HTH domain profile.;Helix-turn-helix;Helix-turn-helix XRE-family like proteins;Multiprotein bridging factor 1,1,6,8,8,PF01381;PF08523,PTHR10245;PTHR10245:SF1,G3DSA:1.10.260.40,PS50943,SSF47413,SM00530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,48.446993500000005,136.537962,96.139949015625,100.1344765,22.327376630289034,0.23223828240911912,Root tip,Ubiquitous,0.5376564539030542
Ca_18474,0.29693783111168587,Seed 30 dap,54.350089,Seed/Pod,Seed 30 dap;Flower 2;Flower bud 1;Flower bud 2;Petal;Flower 1;Seed 10 dap;Pod Shell;Seed 5 dap;Endosperm;Flower bud 3;Gynoecium;Flower bud 4;Flower 3;Germinating Seedling;Flower 5;Seed Coat;SAM;Young leaf;Seed 20 dap;Root tip;Root Hair;Sepal;Shoot;Mature leaf;Pedicel;Nodule;Embryo;Flower 4;Bracteole;Androecium;Root,32,cicar.CDCFrontier.gnm2.ann1.Ca_18474,chr06,cicar.CDCFrontier.gnm2.chr06,49963864,49971543,-,7680,ran-binding protein 10-like isoform X1 [Glycine max],"ran-binding protein 10-like isoform X1 [Glycine max]; IPR001870 (B30.2/SPRY domain), IPR006595 (CTLH, C-terminal LisH motif), IPR008985 (Concanavalin A-like lectin/glucanases superfamily), IPR013144 (CRA domain), IPR024964 (CTLH/CRA C-terminal to LisH motif domain); GO:0005515 (protein binding)",GO:0005515,IPR001870;IPR003877;IPR006595;IPR008985;IPR013144;IPR018355;IPR024964,PF00622;PF10607,PTHR12864,NA,PS50188;PS50897,SSF49899,SM00449;SM00668;SM00757,"InterPro:IPR001870,InterPro:IPR003877,InterPro:IPR006595,InterPro:IPR008985,InterPro:IPR013144,InterPro:IPR018355,InterPro:IPR024964,PANTHER:PTHR12864,Pfam:PF00622,Pfam:PF10607,Prosite:PS50188,Prosite:PS50897,SMART:SM00449,SMART:SM00668,SMART:SM00757,Superfamily:SSF49899",NA,PTHR12864,PF00622;PF10607,PS50188;PS50897,SSF49899,SM00449;SM00668;SM00757,NA,NA,NA,NA,NA,B30.2/SPRY domain profile.;C-terminal to LisH (CTLH) motif profile.;C-terminal to LisH motif.;CT11-RanBPM;CTLH/CRA C-terminal to LisH motif domain;Domain in SPla and the RYanodine Receptor.;SPRY domain,1,5,9,9,PF00622;PF10607,PTHR12864,NA,PS50188;PS50897,SSF49899,SM00449;SM00668;SM00757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,19.379091,54.350089,38.715822625,36.190670999999995,9.444428001809094,0.24394233058890333,Seed 30 dap,Ubiquitous,0.5408801617005892
Ca_00412,0.3052076166597294,SAM,31.3641,Leaf/Shoot/SAM,SAM;Seed 10 dap;Embryo;Gynoecium;Seed 5 dap;Endosperm;Flower bud 1;Nodule;Flower bud 2;Root;Flower 3;Androecium;Flower 2;Shoot;Flower bud 4;Flower 5;Flower 4;Mature leaf;Petal;Root tip;Flower bud 3;Pod Shell;Germinating Seedling;Flower 1;Seed Coat;Pedicel;Sepal;Seed 20 dap;Young leaf;Bracteole;Seed 30 dap;Root Hair,32,cicar.CDCFrontier.gnm2.ann1.Ca_00412,chr01,cicar.CDCFrontier.gnm2.chr01,3231127,3236932,-,5806,sequence-specific DNA binding transcription factors,sequence-specific DNA binding transcription factors,NA,NA,PF13837,PTHR31307;PTHR31307:SF0,NA,NA,NA,NA,"Coils:Coil,PANTHER:PTHR31307,PANTHER:PTHR31307:SF0,Pfam:PF13837",NA,PTHR31307;PTHR31307:SF0,PF13837,NA,NA,NA,NA,Coil,NA,NA,NA,Myb/SANT-like DNA-binding domain,1,3,4,4,PF13837,PTHR31307;PTHR31307:SF0,NA,NA,NA,NA,Trihelix,High_confidence,FALSE,FALSE,1,1,LOC101503102,XP_004485895.1,100,100,629,32,32,9.712282,31.3641,22.090680359375,21.394464,5.217496438170891,0.23618541182488537,SAM,Ubiquitous,0.5413930284846148
Ca_07805,0.301217087828482,Pod Shell,58.957282,Seed/Pod,Pod Shell;Flower 3;Endosperm;Flower 4;Flower 2;Flower 5;Flower 1;Root;Sepal;Petal;Seed 10 dap;Seed Coat;Flower bud 1;Seed 5 dap;Germinating Seedling;Flower bud 4;Flower bud 3;Flower bud 2;Nodule;Seed 20 dap;Root tip;Root Hair;Pedicel;Gynoecium;Mature leaf;Bracteole;Shoot;SAM;Embryo;Androecium;Young leaf;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_07805,chr03,cicar.CDCFrontier.gnm2.chr03,71955881,71962976,+,7096,glycerol-3-phosphate acyltransferase 3-like isoform X1 [Glycine max],glycerol-3-phosphate acyltransferase 3-like isoform X1 [Glycine max]; IPR002123 (Phospholipid/glycerol acyltransferase); GO:0008152 (metabolic process),"GO:0008152,GO:0016746",IPR002123,PF01553,PTHR23063,G3DSA:3.40.1130.10,NA,SSF69593,SM00563,"Gene3D:G3DSA:3.40.1130.10,InterPro:IPR002123,PANTHER:PTHR23063,Pfam:PF01553,SMART:SM00563,Superfamily:SSF69593",G3DSA:3.40.1130.10,PTHR23063,PF01553,NA,SSF69593,SM00563,NA,NA,NA,NA,NA,Acyltransferase;Phosphate acyltransferases,1,5,5,5,PF01553,PTHR23063,G3DSA:3.40.1130.10,NA,SSF69593,SM00563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,21.926466,58.957282,41.753308109375,42.8834715,10.032550848875507,0.24028158014676848,Pod Shell,Ubiquitous,0.5414986679752505
Ca_10039,0.3201087903261375,Seed 5 dap,53.350403,Seed/Pod,Seed 5 dap;Gynoecium;Flower 2;Root tip;Flower 1;Seed 10 dap;SAM;Embryo;Petal;Flower bud 1;Flower 3;Flower bud 2;Flower bud 3;Germinating Seedling;Young leaf;Pod Shell;Flower bud 4;Seed Coat;Nodule;Endosperm;Root Hair;Flower 4;Shoot;Flower 5;Sepal;Pedicel;Seed 20 dap;Mature leaf;Seed 30 dap;Bracteole;Root;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_10039,chr04,cicar.CDCFrontier.gnm2.chr04,16910575,16915288,-,4714,"Pre-mRNA-splicing factor syf2, putative","Pre-mRNA-splicing factor syf2, putative; IPR013260 (mRNA splicing factor SYF2)",NA,IPR013260,PF08231,PTHR13264;PTHR13264:SF5,NA,NA,NA,NA,"InterPro:IPR013260,PANTHER:PTHR13264,PANTHER:PTHR13264:SF5,Pfam:PF08231",NA,PTHR13264;PTHR13264:SF5,PF08231,NA,NA,NA,NA,NA,NA,NA,NA,SYF2 splicing factor,1,2,3,3,PF08231,PTHR13264;PTHR13264:SF5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,23.71602,53.350403,36.8061554375,35.745672,8.21518465660774,0.22320137919750474,Seed 5 dap,Ubiquitous,0.5433101695236422
Ca_03818,0.3078470822857835,Root,65.778584,Root/Nodule,Root;Pod Shell;Seed 5 dap;SAM;Androecium;Gynoecium;Flower bud 3;Germinating Seedling;Root tip;Petal;Seed 10 dap;Shoot;Seed Coat;Flower bud 2;Flower bud 1;Flower bud 4;Flower 1;Flower 5;Flower 2;Embryo;Root Hair;Flower 3;Flower 4;Seed 20 dap;Pedicel;Sepal;Nodule;Young leaf;Endosperm;Bracteole;Mature leaf;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_03818,chr02,cicar.CDCFrontier.gnm2.chr02,13639907,13650662,+,10756,BSD domain-containing protein,BSD domain-containing protein; IPR005607 (BSD),NA,IPR005607,PF03909,PTHR31923;PTHR31923:SF1,NA,PS50858,SSF140383,SM00751,"Coils:Coil,InterPro:IPR005607,PANTHER:PTHR31923,PANTHER:PTHR31923:SF1,Pfam:PF03909,Prosite:PS50858,SMART:SM00751,Superfamily:SSF140383",NA,PTHR31923;PTHR31923:SF1,PF03909,PS50858,SSF140383,SM00751,NA,Coil,NA,NA,NA,BSD domain;BSD domain profile.;domain in transcription factors and synapse-associated proteins,1,6,7,7,PF03909,PTHR31923;PTHR31923:SF1,NA,PS50858,SSF140383,SM00751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,22.0646275,65.778584,46.161643375,49.797751500000004,10.872834600465936,0.23553829122024703,Root,Ubiquitous,0.5433853735060306
Ca_11423,0.2961647758074531,Gynoecium,22.23979,Flower organs,Gynoecium;Root;Shoot;Mature leaf;Pod Shell;Petal;Nodule;Seed 10 dap;Flower bud 2;Flower bud 1;SAM;Germinating Seedling;Flower 5;Flower 3;Sepal;Flower bud 3;Flower bud 4;Flower 2;Androecium;Young leaf;Endosperm;Pedicel;Root Hair;Flower 1;Seed 5 dap;Seed Coat;Embryo;Flower 4;Bracteole;Root tip;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_11423,chr04,cicar.CDCFrontier.gnm2.chr04,58099075,58103771,+,4697,phosphoribosylglycinamide formyltransferase,"phosphoribosylglycinamide formyltransferase; IPR004607 (Phosphoribosylglycinamide formyltransferase); GO:0004644 (phosphoribosylglycinamide formyltransferase activity), GO:0006189 ('de novo' IMP biosynthetic process), GO:0008168 (methyltransferase activity), GO:0009058 (biosynthetic process)","GO:0004644,GO:0006189,GO:0008168,GO:0009058,GO:0016742",IPR001555;IPR002376;IPR004607,PF00551,PTHR10520;PTHR10520:SF13,G3DSA:3.40.50.170,PS00373,SSF53328,NA,"Gene3D:G3DSA:3.40.50.170,InterPro:IPR001555,InterPro:IPR002376,InterPro:IPR004607,JCVI_TIGRFAMS:TIGR00639,PANTHER:PTHR10520,PANTHER:PTHR10520:SF13,Pfam:PF00551,Prosite:PS00373,Superfamily:SSF53328",G3DSA:3.40.50.170,PTHR10520;PTHR10520:SF13,PF00551,PS00373,SSF53328,NA,NA,NA,TIGR00639,NA,NA,Formyl transferase;Phosphoribosylglycinamide formyltransferase active site.;PurN: phosphoribosylglycinamide formyltransferase,1,6,7,7,PF00551,PTHR10520;PTHR10520:SF13,G3DSA:3.40.50.170,PS00373,SSF53328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,5.991665,22.23979,15.85898015625,14.955109,3.9416627918294234,0.2485445314260022,Gynoecium,Ubiquitous,0.5447093072334552
Ca_01340,0.30184331982134094,SAM,21.184805,Leaf/Shoot/SAM,SAM;Seed 10 dap;Seed 5 dap;Flower bud 2;Flower bud 1;Pod Shell;Gynoecium;Endosperm;Shoot;Embryo;Flower 3;Germinating Seedling;Flower bud 3;Root Hair;Young leaf;Flower 2;Pedicel;Flower 1;Flower bud 4;Seed Coat;Flower 5;Nodule;Flower 4;Root tip;Androecium;Petal;Root;Mature leaf;Sepal;Seed 20 dap;Bracteole;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_01340,chr01,cicar.CDCFrontier.gnm2.chr01,19000121,19008955,+,8835,novel plant snare 13,"novel plant snare 13; IPR000727 (Target SNARE coiled-coil domain), IPR005606 (Sec20); GO:0005515 (protein binding)",GO:0005515,IPR000727;IPR005606,PF03908,PTHR21230;PTHR21230:SF2,G3DSA:1.20.5.110,PS50192,SSF58038,SM00397,"Coils:Coil,Gene3D:G3DSA:1.20.5.110,InterPro:IPR000727,InterPro:IPR005606,PANTHER:PTHR21230,PANTHER:PTHR21230:SF2,Pfam:PF03908,Prosite:PS50192,SMART:SM00397,Superfamily:SSF58038",G3DSA:1.20.5.110,PTHR21230;PTHR21230:SF2,PF03908,PS50192,SSF58038,SM00397,NA,Coil,NA,NA,NA,Helical region found in SNAREs;Sec20;t-SNARE coiled-coil homology domain profile.,1,7,8,9,PF03908,PTHR21230;PTHR21230:SF2,G3DSA:1.20.5.110,PS50192,SSF58038,SM00397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,6.6308355,21.184805,14.990141,15.222546,3.6499730924007996,0.24349157839147742,SAM,Ubiquitous,0.5453348982128183
Ca_22918,0.3058979742448045,Flower bud 1,36.891478,Flower organs,Flower bud 1;Flower bud 2;SAM;Flower bud 3;Flower 2;Seed Coat;Flower bud 4;Flower 1;Gynoecium;Mature leaf;Flower 3;Shoot;Seed 5 dap;Seed 10 dap;Petal;Pod Shell;Root tip;Seed 30 dap;Germinating Seedling;Embryo;Seed 20 dap;Pedicel;Flower 5;Young leaf;Root;Nodule;Bracteole;Sepal;Root Hair;Flower 4;Endosperm;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_22918,chr08,cicar.CDCFrontier.gnm2.chr08,644763,648649,+,3887,Pentatricopeptide repeat (PPR) superfamily protein,Pentatricopeptide repeat (PPR) superfamily protein; IPR002885 (Pentatricopeptide repeat),NA,IPR002885,PF13041,PTHR24015;PTHR24015:SF6,NA,PS51375,NA,NA,"Coils:Coil,InterPro:IPR002885,JCVI_TIGRFAMS:TIGR00756,PANTHER:PTHR24015,PANTHER:PTHR24015:SF6,Pfam:PF13041,Prosite:PS51375",NA,PTHR24015;PTHR24015:SF6,PF13041,PS51375,NA,NA,NA,Coil,TIGR00756,NA,NA,Pentatricopeptide (PPR) repeat profile.;PPR repeat family;PPR: pentatricopeptide repeat domain,1,5,6,7,PF13041,PTHR24015;PTHR24015:SF6,NA,PS51375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,10.518321,36.891478,25.95910675,26.402786499999998,6.250722636279652,0.24079112954376414,Flower bud 1,Ubiquitous,0.5466891037885686
Ca_16046,0.31136564566788466,Seed 10 dap,79.135335,Seed/Pod,Seed 10 dap;Seed 5 dap;Seed Coat;Flower 5;Flower bud 2;Root tip;SAM;Flower bud 1;Petal;Young leaf;Flower 2;Flower 3;Endosperm;Flower bud 3;Flower bud 4;Flower 4;Flower 1;Gynoecium;Germinating Seedling;Seed 20 dap;Pedicel;Embryo;Shoot;Mature leaf;Sepal;Root;Bracteole;Pod Shell;Root Hair;Seed 30 dap;Nodule;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_16046,chr06,cicar.CDCFrontier.gnm2.chr06,5439352,5442262,+,2911,glutathione S-transferase 7,"glutathione S-transferase 7; IPR010987 (Glutathione S-transferase, C-terminal-like), IPR012336 (Thioredoxin-like fold); GO:0005515 (protein binding)",GO:0005515,IPR004045;IPR010987;IPR012336,PF02798;PF13410,PTHR11260;PTHR11260:SF8,G3DSA:1.20.1050.10;G3DSA:3.40.30.10,PS50404;PS50405,SSF47616;SSF52833,NA,"Gene3D:G3DSA:1.20.1050.10,Gene3D:G3DSA:3.40.30.10,InterPro:IPR004045,InterPro:IPR010987,InterPro:IPR012336,PANTHER:PTHR11260,PANTHER:PTHR11260:SF8,Pfam:PF02798,Pfam:PF13410,Prosite:PS50404,Prosite:PS50405,Superfamily:SSF47616,Superfamily:SSF52833",G3DSA:1.20.1050.10;G3DSA:3.40.30.10,PTHR11260;PTHR11260:SF8,PF02798;PF13410,PS50404;PS50405,SSF47616;SSF52833,NA,NA,NA,NA,NA,NA,"Glutathione S-transferase, C-terminal domain;Glutathione S-transferase, N-terminal domain;Soluble glutathione S-transferase C-terminal domain profile.;Soluble glutathione S-transferase N-terminal domain profile.",1,5,10,10,PF02798;PF13410,PTHR11260;PTHR11260:SF8,G3DSA:1.20.1050.10;G3DSA:3.40.30.10,PS50404;PS50405,SSF47616;SSF52833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,25.023589,79.135335,55.26531109375,58.242005,13.019169308449094,0.23557578978183735,Seed 10 dap,Ubiquitous,0.546941435449722
Ca_20407,0.321629757099567,Mature leaf,27.721166,Leaf/Shoot/SAM,Mature leaf;Seed 5 dap;Pod Shell;Seed 30 dap;Root;Seed 20 dap;Flower 3;Flower 4;Nodule;Flower 5;Seed 10 dap;Flower bud 1;Seed Coat;Flower 2;Bracteole;Germinating Seedling;Flower 1;Gynoecium;Flower bud 2;Shoot;Sepal;Pedicel;Flower bud 3;Petal;Flower bud 4;SAM;Embryo;Young leaf;Endosperm;Root Hair;Root tip;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_20407,chr07,cicar.CDCFrontier.gnm2.chr07,8919016,8922071,+,3056,uncharacterized protein YMR317W-like isoform X5 [Glycine max],"uncharacterized protein YMR317W-like isoform X5 [Glycine max]; IPR013083 (Zinc finger, RING/FYVE/PHD-type); GO:0005515 (protein binding), GO:0008270 (zinc ion binding)","GO:0005515,GO:0008270",IPR001841;IPR013083,PF14570,PTHR12603,G3DSA:3.30.40.10,PS50089,SSF57850,NA,"Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,PANTHER:PTHR12603,Pfam:PF14570,Prosite:PS50089,Superfamily:SSF57850",G3DSA:3.30.40.10,PTHR12603,PF14570,PS50089,SSF57850,NA,NA,NA,NA,NA,NA,RING/Ubox like zinc-binding domain;Zinc finger RING-type profile.,1,5,5,5,PF14570,PTHR12603,G3DSA:3.30.40.10,PS50089,SSF57850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,9.052817,27.721166,19.083837609375,18.5065785,4.300941522383564,0.22537089292096638,Mature leaf,Ubiquitous,0.5470006500205333
Ca_09146,0.32315092593037914,SAM,22.770985,Leaf/Shoot/SAM,SAM;Flower bud 1;Flower bud 2;Flower 4;Embryo;Flower 3;Germinating Seedling;Gynoecium;Flower 2;Endosperm;Flower 5;Mature leaf;Young leaf;Shoot;Flower 1;Seed 10 dap;Pedicel;Flower bud 3;Flower bud 4;Seed 5 dap;Petal;Root;Bracteole;Seed Coat;Seed 20 dap;Sepal;Root tip;Pod Shell;Root Hair;Seed 30 dap;Androecium;Nodule,32,cicar.CDCFrontier.gnm2.ann1.Ca_09146,chr04,cicar.CDCFrontier.gnm2.chr04,7293605,7299189,+,5585,transcriptional regulator family protein,transcriptional regulator family protein; IPR012479 (SAP30-binding protein),GO:0006355,IPR012479,PF07818,PTHR13464,NA,NA,NA,NA,"Coils:Coil,InterPro:IPR012479,PANTHER:PTHR13464,Pfam:PF07818",NA,PTHR13464,PF07818,NA,NA,NA,NA,Coil,NA,NA,NA,HCNGP-like protein,1,3,3,3,PF07818,PTHR13464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,9.79136,22.770985,15.642472140625001,16.3577375,3.5021290845654103,0.22388590838337152,SAM,Ubiquitous,0.5470368343137506
